,as_label,uberon_id,sex,ref_organ
858,Spatial entity of female lingual gyrus medial occipitotemporal gyrus L,UBERON:0002943,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
859,Spatial entity of female lingual gyrus medial occipitotemporal gyrus R,UBERON:0002943,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
860,Spatial entity of female medial orbital gyrus L,UBERON:0002570,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
861,Spatial entity of female medial orbital gyrus R,UBERON:0002570,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
862,Spatial entity of female middle frontal gyrus L,UBERON:0002702,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
863,Spatial entity of female middle frontal gyrus R,UBERON:0002702,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
864,Spatial entity of female middle temporal gyrus L,UBERON:0002771,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
865,Spatial entity of female middle temporal gyrus R,UBERON:0002771,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
866,Spatial entity of female occipital pole L,UBERON:0002902,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
867,Spatial entity of female occipital pole R,UBERON:0002902,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
868,Spatial entity of female olfactory bulb L,UBERON:0002264,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
869,Spatial entity of female optic radiation L,UBERON:0022264,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
870,Spatial entity of female optic radiation R,UBERON:0022264,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
871,Spatial entity of female optic tract L,UBERON:0001908,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
872,Spatial entity of female optic tract R,UBERON:0001908,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
873,Spatial entity of female paracentral lobule rostral part L,UBERON:0035932,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
874,Spatial entity of female paracentral lobule rostral part R,UBERON:0035932,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
875,Spatial entity of female parietal operculum L,UBERON:0002911,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
876,Spatial entity of female parietal operculum R,UBERON:0002911,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
877,Spatial entity of female pineal body L,UBERON:0001905,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
878,Spatial entity of female pineal body R,UBERON:0001905,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
879,Spatial entity of female piriform region L,UBERON:0004725,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
880,Spatial entity of female planum polare L,UBERON:0023861,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
881,Spatial entity of female planum polare R,UBERON:0023861,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
882,Spatial entity of female planum temporale L,UBERON:0022268,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
883,Spatial entity of female planum temporale R,UBERON:0022268,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.4#primary
884,Spatial entity of male right lateral basal bronchopulmonary segment,FMA:7363,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
885,Spatial entity of male right lateral basal bronchus,FMA:7419,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
886,Spatial entity of male right lateral bronchopulmonary segment,FMA:7361,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
887,Spatial entity of male right lateral bronchus,FMA:7402,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
888,Spatial entity of male right lower lobar bronchus,FMA:7404,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
889,Spatial entity of male right medial basal bronchopulmonary segment,FMA:7365,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
890,Spatial entity of male right medial basal bronchus,FMA:7417,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
891,Spatial entity of male right medial bronchopulmonary segment,FMA:7360,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
892,Spatial entity of male right medial bronchus,FMA:7403,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
893,Spatial entity of male right middle lobar bronchus,FMA:7401,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
894,Spatial entity of male right posterior basal,FMA:7420,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
895,Spatial entity of male right posterior basal bronchopulmonary segment,FMA:7362,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
896,Spatial entity of male right posterior bronchopulmonary segment,FMA:7339,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
897,Spatial entity of male right posterior bronchus,FMA:7399,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
898,Spatial entity of male right superior bronchopulmonary segment,FMA:7366,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
899,Spatial entity of male right superior bronchus,FMA:7416,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
900,Spatial entity of male right superior lobar bronchus,FMA:7397,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
901,Spatial entity of male tertiary bronchi,UBERON:0002184,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.4#primary
902,Spatial entity of male bare area of liver,UBERON:0001149,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
903,Spatial entity of male caudate lobe of liver,UBERON:0001117,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
904,Spatial entity of male colic impression of liver,FMA:14484,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
905,Spatial entity of male coronary ligament of liver,UBERON:0013138,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
906,Spatial entity of male diaphragmatic surface,FMA:15729,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
907,Spatial entity of male duodenal impression of liver,FMA:14485,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
908,Spatial entity of male esophageal impression of liver,FMA:14486,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
909,Spatial entity of male falciform ligament,UBERON:0001247,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
910,Spatial entity of male gastric impression of liver,FMA:14487,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
911,Spatial entity of male hepataduodenal ligament,UBERON:0012472,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
912,Spatial entity of male left lateral lobe,UBERON:0006727,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
913,Spatial entity of male left lobe of liver,UBERON:0001115,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
914,Spatial entity of male left medial lobe,UBERON:0006728,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
915,Spatial entity of male ligamentum venosum,UBERON:0006587,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
916,Spatial entity of male liver capsule,UBERON:0016479,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
917,Spatial entity of male porta hepatis,FMA:15758,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
918,Spatial entity of male quadrate lobe of liver,UBERON:0001116,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
919,Spatial entity of male renal impression of liver,FMA:14488,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
920,Spatial entity of male right lobe of liver,UBERON:0001114,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
921,Spatial entity of male round ligament of liver,UBERON:0006588,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
922,Spatial entity of male suprarenal impression of liver,FMA:14489,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
923,Spatial entity of male triangular ligament of liver,UBERON:0035444,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary
924,Spatial entity of male arytenoid cartilage,UBERON:0001740,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
925,Spatial entity of male arytenoid cartilage,FMA:55114,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
926,Spatial entity of male arytenoid cartilage,FMA:55113,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
927,Spatial entity of male corniculate cartilage,UBERON:0001741,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
928,Spatial entity of male corniculate cartilage,FMA:55116,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
929,Spatial entity of male corniculate cartilage,FMA:55115,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
930,Spatial entity of male cricoid cartilage,UBERON:0002375,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
931,Spatial entity of male epiglottic cartilage,UBERON:0001742,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
932,Spatial entity of male laryngeal cartilage,UBERON:0001739,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
933,Spatial entity of male thyroid cartilage,UBERON:0001738,Male,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary
934,Spatial entity of male ascending colon,UBERON:0001156,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
935,Spatial entity of male caecum,UBERON:0001153,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
936,Spatial entity of male descending colon,UBERON:0001158,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
937,Spatial entity of male hepatic flexure of colon,UBERON:0022277,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
938,Spatial entity of male ileocecal valve,UBERON:0000569,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
939,Spatial entity of male rectum,UBERON:0001052,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
940,Spatial entity of male sigmoid colon,UBERON:0001159,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
941,Spatial entity of male splenic flexure of colon,UBERON:0022276,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
942,Spatial entity of male transverse colon,UBERON:0001157,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
943,Spatial entity of male vermiform appendix,UBERON:0001154,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary
944,Spatial entity of male right articular cartilage of knee,FMA:33189,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
945,Spatial entity of male right distal most point of medial condyle of femur,UBERON:7500033,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
946,Spatial entity of male right femur,FMA:24474,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
947,Spatial entity of male right fibula,FMA:24480,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
948,Spatial entity of male right intercondylar fossa,FMA:43749,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
949,Spatial entity of male right knee joint,FMA:35176,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
950,Spatial entity of male right lateral condyle of femur frontal,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
951,Spatial entity of male right lateral condyle of femur inf,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
952,Spatial entity of male right lateral condyle of femur sup,FMA:32860,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
953,Spatial entity of male medial condyle of right femur inf,FMA:32862,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
954,Spatial entity of male medial condyle of right femur sup,FMA:32862,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
955,Spatial entity of male right meniscus,FMA:64019,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
956,Spatial entity of male right patella,FMA:24486,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
957,Spatial entity of male right patellar surface,FMA:43746,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
958,Spatial entity of male right tibia,FMA:24477,Male,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary
959,Spatial entity of male left articular cartilage of knee,FMA:33190,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
960,Spatial entity of male left distal most point of medial condyle of femur,UBERON:7500033,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
961,Spatial entity of male left femur,FMA:24475,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
962,Spatial entity of male left fibula,FMA:24481,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
963,Spatial entity of male left intercondylar fossa,FMA:43750,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
964,Spatial entity of male left knee joint,FMA:35177,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
965,Spatial entity of male left lateral condyle of femur frontal,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
966,Spatial entity of male left lateral condyle of femur inf,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
967,Spatial entity of male left lateral condyle of femur sup,FMA:32861,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
968,Spatial entity of male medial condyle of left femur inf,FMA:32863,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
969,Spatial entity of male medial condyle of left femur sup,FMA:32863,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
970,Spatial entity of male left meniscus,FMA:64019,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
971,Spatial entity of male left patella,FMA:24487,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
972,Spatial entity of male left patellar surface,FMA:43747,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
973,Spatial entity of male left tibia,FMA:24478,Male,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary
974,Spatial entity of male right cortex of kidney,UBERON:0001225,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
975,Spatial entity of male right hilum of kidney,UBERON:0008716,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
976,Spatial entity of male right kidney capsule,UBERON:0002015,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
977,Spatial entity of male right outer cortex of kidney,UBERON:0002189,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
978,Spatial entity of male right renal column,UBERON:0001284,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
979,Spatial entity of male right renal medulla,UBERON:0000362,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
980,Spatial entity of male right renal papilla,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
981,Spatial entity of male right renal papilla a,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
982,Spatial entity of male right renal papilla b,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
983,Spatial entity of male right renal papilla c,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
984,Spatial entity of male right renal papilla d,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
985,Spatial entity of male right renal papilla e,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
986,Spatial entity of male right renal papilla f,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
987,Spatial entity of male right renal papilla g,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
988,Spatial entity of male right renal papilla h,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
989,Spatial entity of male right renal papilla i,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
990,Spatial entity of male right renal papilla j,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
991,Spatial entity of male right renal pyramid a,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
992,Spatial entity of male right renal pyramid b,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
993,Spatial entity of male right renal pyramid c,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
994,Spatial entity of male right renal pyramid d,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
995,Spatial entity of male right renal pyramid e,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
996,Spatial entity of male right renal pyramid f,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
997,Spatial entity of male right renal pyramid g,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
998,Spatial entity of male right renal pyramid h,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
999,Spatial entity of male right renal pyramid i,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
1000,Spatial entity of male right renal pyramid j,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
1001,Spatial entity of male right renal pyramid,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary
1002,Spatial entity of male left cortex of kidney,UBERON:0001225,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1003,Spatial entity of male left hilum of kidney,UBERON:0008716,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1004,Spatial entity of male left kidney capsule,UBERON:0002015,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1005,Spatial entity of male left outer cortex of kidney,UBERON:0002189,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1006,Spatial entity of male left renal column,UBERON:0001284,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1007,Spatial entity of male left renal medulla,UBERON:0000362,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1008,Spatial entity of male left renal papilla,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1009,Spatial entity of male left renal papilla a,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1010,Spatial entity of male left renal papilla b,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1011,Spatial entity of male left renal papilla c,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1012,Spatial entity of male left renal papilla d,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1013,Spatial entity of male left renal papilla e,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1014,Spatial entity of male left renal papilla f,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1015,Spatial entity of male left renal papilla g,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1016,Spatial entity of male left renal papilla h,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1017,Spatial entity of male left renal papilla i,UBERON:0001228,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1018,Spatial entity of male left renal pyramid,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1019,Spatial entity of male left renal pyramid a,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1020,Spatial entity of male left renal pyramid b,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1021,Spatial entity of male left renal pyramid c,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1022,Spatial entity of male left renal pyramid d,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1023,Spatial entity of male left renal pyramid e,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1024,Spatial entity of male left renal pyramid f,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1025,Spatial entity of male left renal pyramid g,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1026,Spatial entity of male left renal pyramid h,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1027,Spatial entity of male left renal pyramid i,UBERON:0004200,Male,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary
1028,Spatial entity of male aortic valve,UBERON:0002137,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1029,Spatial entity of male heart left ventricle,UBERON:0002084,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1030,Spatial entity of male heart right ventricle,UBERON:0002080,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1031,Spatial entity of male heart valve,UBERON:0003978,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1032,Spatial entity of male interventricular septum,UBERON:0002094,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1033,Spatial entity of male left cardiac atrium,UBERON:0002079,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1034,Spatial entity of male mitral valve,UBERON:0002135,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1035,Spatial entity of male papillary muscle of heart,UBERON:0002494,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1036,Spatial entity of male papillary muscle of heart anterior,FMA:7264,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1037,Spatial entity of male papillary muscle of heart anterolateral,FMA:7265,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1038,Spatial entity of male papillary muscle of heart medial,FMA:7262,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1039,Spatial entity of male papillary muscle of heart posterior,FMA:7261,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1040,Spatial entity of male papillary muscle of heart posteromedial,FMA:7267,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1041,Spatial entity of male pulmonary valve,UBERON:0002146,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1042,Spatial entity of male right cardiac atrium,UBERON:0002078,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1043,Spatial entity of male tricuspid valve,UBERON:0002134,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary
1044,Spatial entity of male right aqueous humor,FMA:58820,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1045,Spatial entity of male right bulbar conjunctiva,FMA:59028,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1046,Spatial entity of male right ciliary body,FMA:58296,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1047,Spatial entity of male right ciliary muscle,FMA:49152,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1048,Spatial entity of male right ciliary processes,UBERON:0010427,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1049,Spatial entity of male right cornea,FMA:58239,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1050,Spatial entity of male right corneo scleral junction,FMA:58343,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1051,Spatial entity of male right fovea,FMA:58661,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1052,Spatial entity of male right iris,FMA:58236,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1053,Spatial entity of male right lens,FMA:58242,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1054,Spatial entity of male right macula lutea,FMA:58638,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1055,Spatial entity of male right optic choroid,FMA:58299,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1056,Spatial entity of male right optic disc,FMA:58635,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1057,Spatial entity of male right ora serrata of retina,FMA:58601,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1058,Spatial entity of male right palpebral conjunctiva of lower eyelid,FMA:223074,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1059,Spatial entity of male right palpebral conjunctiva of upper eyelid,FMA:223076,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1060,Spatial entity of male right pupil,UBERON:0010224,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1061,Spatial entity of male right retina,FMA:58302,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1062,Spatial entity of male right schlemms canal,FMA:51874,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1063,Spatial entity of male right sclera,FMA:58271,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1064,Spatial entity of male right suspensory ligament of lens,FMA:58839,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1065,Spatial entity of male right trabecular meshwork,UBERON:0005969,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1066,Spatial entity of male right vitreous humor,FMA:261236,Male,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary
1067,Spatial entity of male left aqueous humor,FMA:58821,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1068,Spatial entity of male left bulbar conjunctiva,FMA:59029,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1069,Spatial entity of male left ciliary body,FMA:58297,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1070,Spatial entity of male left ciliary muscle,FMA:49153,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1071,Spatial entity of male left ciliary processes,UBERON:0010427,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1072,Spatial entity of male left cornea,FMA:58240,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1073,Spatial entity of male left corneo scleral junction,FMA:58344,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1074,Spatial entity of male left fovea,FMA:58663,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1075,Spatial entity of male left iris,FMA:58237,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
