,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
1882,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,12573.283,0.02342027792406197,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1884,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,10562.84,0.01967542196158303,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1886,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,10336.1,0.01925307293655101,37,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
1888,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,10277.871,0.01914460966858509,37,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
1890,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,9865.327000000005,0.01837616318281809,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1892,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,7848.020000000001,0.0146185216346118,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1894,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,7010.221000000001,0.01305795185943843,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1896,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,6791.900999999999,0.01265128678426425,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1898,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,4865.360999999999,0.009062717097904502,37,Unknown Cell,Unknown Cell
1900,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Cortical Vascular Smooth Muscle / Pericyte,4850.374999999999,0.009034802647480536,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1902,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,4650.229,0.008661990316334465,37,Unknown Cell,Unknown Cell
1904,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,3727.707,0.006943606849497562,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1906,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,3479.738,0.006481714526183777,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1908,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,3365.855,0.006269584447601599,37,http://purl.obolibrary.org/obo/CL_0000236,B cell
1910,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,3158.33,0.005883027239258244,37,http://purl.obolibrary.org/obo/CL_0000084,T cell
1912,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030010,Proximal Tubule Epithelial Segment 2,3092.029,0.005759528241689891,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1914,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,2935.978,0.005468851750090378,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1916,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,2655.886,0.004947123854177564,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1918,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,2132.122,0.003971507664943742,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1920,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,1490.313,0.002776008831889218,37,http://purl.obolibrary.org/obo/CL_0000235,macrophage
1922,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,1475.292,0.002748029186899334,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1924,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,Glomerular Capillary Endothelial,1427.307,0.00265864743702652,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1926,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,1312.542,0.002444874455383223,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1928,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,1229.121,0.002289486001571822,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1930,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,901.466,0.001679162415980969,37,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
1932,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,797.9450000000002,0.001486333654314122,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1934,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,688.7740000000001,0.001282980627006316,37,http://purl.obolibrary.org/obo/CL_0000576,monocyte
1936,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,412.337,0.0007680609064771658,37,http://purl.obolibrary.org/obo/CL_0000084,T cell
1938,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,362.253,0.0006747693453511878,37,http://purl.obolibrary.org/obo/CL_0000125,glial cell
1940,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,355.5180000000001,0.0006622240481667885,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1942,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030017,Distal Convoluted Tubule Type 2,319.123,0.0005944310131220641,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1944,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,303.754,0.0005658031478767731,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1946,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030020,Connecting Tubule Intercalated Type A,171.545,0.000319537194580223,37,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1948,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid Dendritic,131.187,0.0002443622719717608,37,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
1950,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,116.239,0.0002165186042193625,37,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
1952,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000648,Renin-positive Juxtaglomerular Granular,115.101,0.0002143988494761039,37,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
1954,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,10.8,2.011718034023964e-05,37,http://purl.obolibrary.org/obo/CL_0000081,blood cell
1956,Left kidney,http://purl.obolibrary.org/obo/UBERON_0002189,outer cortex of kidney,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000113,Cycling Mononuclear Phagocyte,1.8,3.352863390039939e-06,37,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1032,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030009,Proximal Tubule Epithelial Segment 1,4299.95,0.155873910170416,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1034,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,3563.077,0.129162140077972,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1036,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,2144.487,0.07773801416286819,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1038,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,2096.215,0.07598814605004214,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1040,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2062.407,0.07476260036810597,10,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
1042,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,Ascending Thin Limb,1854.384,0.0672217316567534,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1044,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,1270.287,0.04604811724058357,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1046,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,1225.289,0.04441693217800181,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1048,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,1189.31,0.04311268738119688,10,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
1050,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,Medullary Thick Ascending Limb,1186.986,0.04302844199061419,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1052,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,771.6759999999999,0.02797338469160478,10,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1054,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,650.576,0.02358348933895245,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1056,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030011,Proximal Tubule Epithelial Segment 3,558.072,0.02023020379228234,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1058,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,468.141,0.01697018992804306,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1060,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,395.878,0.0143506440331734,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1062,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,385.533,0.01397563604454262,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1064,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,372.9469999999999,0.01351939142927851,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1066,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,314.246,0.01139147031370425,10,http://purl.obolibrary.org/obo/CL_0000084,T cell
1068,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,262.202,0.009504866566937624,10,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1070,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,242.351,0.00878526448068245,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1072,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,240.152,0.008705550361107865,10,http://purl.obolibrary.org/obo/CL_0000236,B cell
1074,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,230.349,0.00835018996356822,10,http://purl.obolibrary.org/obo/CL_0000235,macrophage
1076,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,205.234,0.00743976699261972,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1078,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Cortical Vascular Smooth Muscle / Pericyte,202.5,0.007340659033130444,10,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
1080,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,189.569,0.006871908109883976,10,Unknown Cell,Unknown Cell
1082,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,179.002,0.006488852583942794,10,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
1084,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,177.648,0.006439769856382999,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1086,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,173.868,0.006302744221097896,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1088,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,115.177,0.004175185607204272,10,Unknown Cell,Unknown Cell
1090,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,111.089,0.0040269949201552,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
1092,Left kidney,http://purl.obolibrary.org/obo/UBERON_0001284,renal column,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030010,Proximal Tubule Epithelial Segment 2,90.05499999999999,0.003264508885079319,10,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
