"organ","as","as_label","sex","tool","modality","cell_id","cell_label","cell_count","cell_percentage"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","302.081","0.005925131"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030018","Connecting Tubule Principal","302.081","0.005925131"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","300.69","0.005897847"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001131","Ascending Vasa Recta Endothelial","300.69","0.005897847"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","270.04","0.005296666"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000236","B","270.04","0.005296666"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","267.856","0.005253828"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial ","267.856","0.005253828"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","256.694","0.005034893"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000653","Podocyte","256.694","0.005034893"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","166.211","0.003260125"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000717","Outer Medullary Collecting Duct Intercalated Type A","166.211","0.003260125"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","158.538","0.003109624"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000890","M2 Macrophage","158.538","0.003109624"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","153.063","0.003002235"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000452","Parietal Epithelial","153.063","0.003002235"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","150.973","0.002961241"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000084","T","150.973","0.002961241"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","122.214","0.002397151"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002201","Intercalated Type B","122.214","0.002397151"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","102.629","0.002013004"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000786","Plasma","102.629","0.002013004"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","101.052","0.001982072"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001005","Glomerular Capillary Endothelial","101.052","0.001982072"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","73.989","0.001451248"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000650","Mesangial","73.989","0.001451248"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","55.963","0.001097679"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002573","Schwann / Neural","55.963","0.001097679"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","31.368","6.152638E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0002138","Lymphatic Endothelial","31.368","6.152638E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","22.393","4.392247E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030017","Distal Convoluted Tubule Type 2","22.393","4.392247E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","17.864","3.503912E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000097","Mast","17.864","3.503912E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","8.961","1.757644E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0011031","Monocyte-derived","8.961","1.757644E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","8.232","1.614655E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000648","Renin-positive Juxtaglomerular Granular","8.232","1.614655E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","8.216","1.611517E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000412","Afferent / Efferent Arteriole Endothelial","8.216","1.611517E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","5.156","1.011317E-4"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030020","Connecting Tubule Intercalated Type A","5.156","1.011317E-4"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","4.497","8.820585E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0001058","Plasmacytoid Dendritic","4.497","8.820585E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","2.089","4.097443E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000990","Classical Dendritic","2.089","4.097443E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","1.464","2.871545E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000814","Natural Killer T","1.464","2.871545E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","0.798","1.565227E-5"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002015","kidney capsule","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_0000875","Non-classical monocyte","0.798","1.565227E-5"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","91802.06","0.1621379"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000718","Inner Medullary Collecting Duct","91802.06","0.1621379"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","88005.44","0.1554324"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030012","Descending Thin Limb Type 1","88005.44","0.1554324"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","53091.78","0.09376899"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001109","Cortical Thick Ascending Limb","53091.78","0.09376899"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","40944.19","0.07231432"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030016","Distal Convoluted Tubule Type 1","40944.19","0.07231432"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","34614.44","0.06113491"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000768","Connecting Tubule","34614.44","0.06113491"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","30065.39","0.05310052"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030013","Descending Thin Limb Type 2","30065.39","0.05310052"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","29053.95","0.05131416"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030009","Proximal Tubule Epithelial Segment 1","29053.95","0.05131416"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","28615.42","0.05053964"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001108","Medullary Thick Ascending Limb","28615.42","0.05053964"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","23185.41","0.04094932"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1001107","Ascending Thin Limb","23185.41","0.04094932"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","20485.41","0.03618068"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030011","Proximal Tubule Epithelial Segment 3","20485.41","0.03618068"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","12648.8","0.02233991"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct Principal","12648.8","0.02233991"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","12594.85","0.02224463"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_1000692","Fibroblast","12594.85","0.02224463"
"Left Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","11776.86","0.02079991"
"Right Kidney","http://purl.obolibrary.org/obo/UBERON_0002189","outer cortex of kidney","Female","azimuth","sc_transcriptomics","http://purl.obolibrary.org/obo/CL_4030014","Descending Thin Limb Type 3","11776.86","0.02079991"
